               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 115,            0.022023,           0.0084466,                   0,             0.68231,             0.58692,             0.58481,              0.3156,            0.048162,           0.0091417,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.021925,           0.0086879,                   0,             0.67413,             0.60173,             0.56879,             0.30701,            0.048023,           0.0091895,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.021935,           0.0084286,                   0,             0.67958,             0.58864,             0.56595,             0.30804,            0.048635,           0.0091237,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.021344,           0.0081509,                   0,              0.6845,             0.59373,             0.59187,             0.32231,               0.048,           0.0089278,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.021704,           0.0083072,                   0,             0.69623,             0.60241,             0.58816,             0.31469,            0.048144,           0.0091047,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.021449,           0.0084201,                   0,             0.69462,             0.59725,             0.58516,             0.31434,            0.048322,           0.0092035,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.021012,           0.0083181,                   0,             0.69674,             0.58003,             0.57116,             0.30824,             0.04886,           0.0093534,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.021229,           0.0083876,                   0,             0.67324,              0.5938,             0.57914,             0.31417,            0.047877,           0.0093889,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.021077,           0.0081779,                   0,             0.69563,             0.58218,             0.58937,             0.31662,            0.047655,           0.0093212,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.020926,           0.0080308,                   0,             0.67279,             0.60162,             0.58075,             0.31383,            0.047894,           0.0091158,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.020667,           0.0081832,                   0,             0.68852,             0.58971,             0.59194,             0.32198,            0.047753,           0.0092265,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.020825,           0.0082236,                   0,             0.68467,             0.58672,             0.58177,              0.3136,            0.048614,           0.0092921,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.020347,           0.0080089,                   0,              0.6707,             0.59946,             0.58999,             0.31861,            0.047907,           0.0092664,                   0,            0.001684,            0.001684,            0.001684
                 128,              0.0206,           0.0081899,                   0,             0.67988,             0.58864,             0.57332,             0.31008,            0.048612,           0.0093964,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.020037,           0.0079654,                   0,             0.67531,              0.5938,             0.58281,             0.31498,            0.048293,           0.0093904,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.020324,           0.0081314,                   0,             0.67726,             0.59897,             0.58909,             0.31793,            0.047962,            0.009142,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.020096,           0.0080278,                   0,             0.65154,             0.62134,             0.58607,             0.31581,            0.048303,           0.0092709,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.020239,           0.0079119,                   0,             0.66604,             0.60757,             0.59037,             0.32042,            0.048202,           0.0092718,                   0,            0.001354,            0.001354,            0.001354
                 133,             0.02022,           0.0079692,                   0,             0.65545,             0.59897,             0.58293,             0.31773,            0.048069,           0.0093979,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.020224,           0.0079145,                   0,             0.66484,             0.59208,             0.58348,             0.32486,            0.047489,            0.009486,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.019693,           0.0079471,                   0,             0.65186,              0.5938,              0.5851,             0.32262,            0.047724,           0.0093684,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.019641,           0.0079331,                   0,             0.65804,             0.58954,             0.58248,             0.32413,            0.047659,           0.0094684,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.019552,           0.0078829,                   0,             0.66929,             0.59036,             0.58157,             0.31895,             0.04814,           0.0094145,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.019445,            0.007698,                   0,             0.66457,              0.5938,             0.58506,             0.32331,            0.048518,           0.0094039,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.019185,           0.0077319,                   0,             0.66751,              0.5978,             0.58911,             0.32304,             0.04846,           0.0094026,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.019468,           0.0078554,                   0,             0.67153,             0.59468,             0.59074,             0.32486,            0.048035,           0.0094461,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.018882,           0.0074804,                   0,             0.66766,             0.59552,             0.58953,             0.32454,            0.047996,           0.0094552,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.018912,           0.0075595,                   0,             0.66426,             0.59036,             0.58923,             0.32819,            0.048244,           0.0095414,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.018775,           0.0073984,                   0,             0.66512,             0.58864,                0.59,              0.3265,            0.048055,           0.0095888,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.019182,           0.0075633,                   0,             0.65435,             0.59725,             0.58527,             0.32276,            0.048129,           0.0096503,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.018822,             0.00765,                   0,             0.66867,             0.58704,              0.5865,             0.32543,            0.047981,           0.0096655,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.018431,           0.0076454,                   0,             0.67488,             0.59208,             0.58704,             0.32486,             0.04782,           0.0096564,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.018619,           0.0075278,                   0,             0.66657,             0.58692,             0.58017,              0.3213,            0.047858,           0.0096879,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.018631,           0.0074978,                   0,             0.66781,             0.58692,             0.57603,             0.31916,            0.047972,            0.009709,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.018516,           0.0075303,                   0,             0.65932,             0.59293,             0.57557,             0.32266,            0.047986,           0.0097377,                   0,            0.000232,            0.000232,            0.000232
